title,abstract,link,,authors,date,,,,,,
Differentiable Information Bottleneck for Deterministic Multi-view Clustering,,,,Xiaoqiang Yan (None) | Zhixiang Jin (Zhengzhou University) | Fengshou Han (Zhengzhou University) | Yangdong Ye (Zhengzhou University),,,,,,,
Zero-Reference Low-Light Enhancement via Physical Quadruple Priors,,,,Wenjing Wang (Peking University) | Huan Yang (Microsoft) | Jianlong Fu (Microsoft) | Jiaying Liu (Peking University),,,,,,,
Boosting Adversarial Transferability by Block Shuffle and Rotation,"Adversarial examples mislead deep neural networks with imperceptible perturbations and have brought significant threats to deep learning. An important aspect is their transferability, which refers to their ability to deceive other models, thus enabling attacks in the black-box setting. Though various methods have been proposed to boost transferability, the performance still falls short compared with white-box attacks. In this work, we observe that existing input transformation based attacks, one of the mainstream transfer-based attacks, result in different attention heatmaps on various models, which might limit the transferability. We also find that breaking the intrinsic relation of the image can disrupt the attention heatmap of the original image. Based on this finding, we propose a novel input transformation based attack called block shuffle and rotation (BSR). Specifically, BSR splits the input image into several blocks, then randomly shuffles and rotates these blocks to construct a set of new images for gradient calculation. Empirical evaluations on the ImageNet dataset demonstrate that BSR could achieve significantly better transferability than the existing input transformation based methods under single-model and ensemble-model settings. Combining BSR with the current input transformation method can further improve the transferability, which significantly outperforms the state-of-the-art methods.",http://arxiv.org/abs/2308.10299v2,,Kunyu Wang (The Chinese University Of Hong Kong) | He Xuanran (TikTok) | Wenxuan Wang (The Chinese University Of Hong Kong) | Xiaosen Wang (Huazhong University Of Science And Technology),2023-08-20 15:38:40+00:00,,,,,,
Bayesian Exploration of Pre-trained Models for Low-shot Image Classification,,,,Yibo Miao (Shanghai Jiao Tong University) | Yu Lei (Shanghai Jiao Tong University) | Feng Zhou (Renmin University Of China) | Zhijie Deng (Shanghai Jiao Tong University),,,,,,,
HashPoint: Accelerated Point Searching and Sampling for Neural Rendering,,,,Jiahao Ma (None) | Miaomiao Liu (Australian National University) | David Ahmedt-Aristizabal (CSIRO) | Chuong Nguyen (None),,,,,,,
Content-Adaptive Non-Local Convolution for Remote Sensing Pansharpening,,,,Yule Duan (University Of Electronic Science And Technology Of China) | Xiao Wu (University Of Electronic Science And Technology Of China) | Haoyu Deng (University Of Electronic Science And Technology Of China) | Liang-Jian Deng (University Of Electronic Science And Technology Of China),,,,,,,
SPOT: Self-Training with Patch-Order Permutation for Object-Centric Learning with Autoregressive Transformers,"Unsupervised object-centric learning aims to decompose scenes into interpretable object entities, termed slots. Slot-based auto-encoders stand out as a prominent method for this task. Within them, crucial aspects include guiding the encoder to generate object-specific slots and ensuring the decoder utilizes them during reconstruction. This work introduces two novel techniques, (i) an attention-based self-training approach, which distills superior slot-based attention masks from the decoder to the encoder, enhancing object segmentation, and (ii) an innovative patch-order permutation strategy for autoregressive transformers that strengthens the role of slot vectors in reconstruction. The effectiveness of these strategies is showcased experimentally. The combined approach significantly surpasses prior slot-based autoencoder methods in unsupervised object segmentation, especially with complex real-world images. We provide the implementation code at https://github.com/gkakogeorgiou/spot .",http://arxiv.org/abs/2312.00648v1,,"Ioannis Kakogeorgiou (National Technical University Of Athens) | Spyros Gidaris (Valeo.Ai) | Konstantinos Karantzalos (IMIS - ""Athena"" Research Center) | Nikos Komodakis (University Of Crete)",2023-12-01 15:20:58+00:00,,,,,,
DIBS: Enhancing Dense Video Captioning with Unlabeled Videos via Pseudo Boundary Enrichment and Online Refinement,,,,Hao Wu (University Of Science And Technology Of China) | Huabin Liu (Shanghai Jiao Tong University) | Yu Qiao (Shanghai Aritifcal Intelligence Laboratory) | Xiao Sun (Shanghai Artificial Intelligence Laboratory),,,,,,,
CroSel: Cross Selection of Confident Pseudo Labels for Partial-Label Learning,"Partial-label learning (PLL) is an important weakly supervised learning problem, which allows each training example to have a candidate label set instead of a single ground-truth label. Identification-based methods have been widely explored to tackle label ambiguity issues in PLL, which regard the true label as a latent variable to be identified. However, identifying the true labels accurately and completely remains challenging, causing noise in pseudo labels during model training. In this paper, we propose a new method called CroSel, which leverages historical prediction information from models to identify true labels for most training examples. First, we introduce a cross selection strategy, which enables two deep models to select true labels of partially labeled data for each other. Besides, we propose a novel consistent regularization term called co-mix to avoid sample waste and tiny noise caused by false selection. In this way, CroSel can pick out the true labels of most examples with high precision. Extensive experiments demonstrate the superiority of CroSel, which consistently outperforms previous state-of-the-art methods on benchmark datasets. Additionally, our method achieves over 90\% accuracy and quantity for selecting true labels on CIFAR-type datasets under various settings.",http://arxiv.org/abs/2303.10365v2,,Shiyu Tian (Chongqing University) | Hongxin Wei (Southern University Of Science And Technology) | Yiqun Wang (Chongqing University) | Lei Feng (Nanyang Technological University),2023-03-18 08:48:16+00:00,,,,,,
Visual Geometry Grounded Deep Structure From Motion,"Structure-from-motion (SfM) is a long-standing problem in the computer vision community, which aims to reconstruct the camera poses and 3D structure of a scene from a set of unconstrained 2D images. Classical frameworks solve this problem in an incremental manner by detecting and matching keypoints, registering images, triangulating 3D points, and conducting bundle adjustment. Recent research efforts have predominantly revolved around harnessing the power of deep learning techniques to enhance specific elements (e.g., keypoint matching), but are still based on the original, non-differentiable pipeline. Instead, we propose a new deep pipeline VGGSfM, where each component is fully differentiable and thus can be trained in an end-to-end manner. To this end, we introduce new mechanisms and simplifications. First, we build on recent advances in deep 2D point tracking to extract reliable pixel-accurate tracks, which eliminates the need for chaining pairwise matches. Furthermore, we recover all cameras simultaneously based on the image and track features instead of gradually registering cameras. Finally, we optimise the cameras and triangulate 3D points via a differentiable bundle adjustment layer. We attain state-of-the-art performance on three popular datasets, CO3D, IMC Phototourism, and ETH3D.",http://arxiv.org/abs/2312.04563v1,,Jianyuan Wang (Oxford VGG) | Nikita Karaev (University Of Oxford) | Christian Rupprecht (University Of Oxford) | David Novotny (Facebook),2023-12-07 18:59:52+00:00,,,,,,
ESR-NeRF: Emissive Source Reconstruction Using LDR Multi-view Images,,,,Jinseo Jeong (Seoul National University) | Junseo Koo (Seoul National University) | Qimeng Zhang (Korea University) | Gunhee Kim (Seoul National University),,,,,,,
3D Paintbrush: Local Stylization of 3D Shapes with Cascaded Score Distillation,"In this work we develop 3D Paintbrush, a technique for automatically texturing local semantic regions on meshes via text descriptions. Our method is designed to operate directly on meshes, producing texture maps which seamlessly integrate into standard graphics pipelines. We opt to simultaneously produce a localization map (to specify the edit region) and a texture map which conforms to it. This synergistic approach improves the quality of both the localization and the stylization. To enhance the details and resolution of the textured area, we leverage multiple stages of a cascaded diffusion model to supervise our local editing technique with generative priors learned from images at different resolutions. Our technique, referred to as Cascaded Score Distillation (CSD), simultaneously distills scores at multiple resolutions in a cascaded fashion, enabling control over both the granularity and global understanding of the supervision. We demonstrate the effectiveness of 3D Paintbrush to locally texture a variety of shapes within different semantic regions. Project page: https://threedle.github.io/3d-paintbrush",http://arxiv.org/abs/2311.09571v1,,Dale Decatur (University Of Chicago) | Itai Lang (University Of Chicago & Tel Aviv University) | Kfir Aberman (Google) | Rana Hanocka (University Of Chicago),2023-11-16 05:13:44+00:00,,,,,,
